jobtitle,company,city,state,country,formattedLocation,source,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,noUniqueUrl
"Part Time Retail Sales Associate - Bradenton, FL","Gordon Food Service","Tampa","FL","US","Tampa, FL","Gordon Food Service","Sun, 22 Nov 2015 06:12:12 GMT","Normal retail store environment. Gordon Food Service Store, the retail division of Gordon Food Service, is auditioning energetic people who are passionate about...","http://www.indeed.com/viewjob?jk=28dfd13132f74265&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","28dfd13132f74265","false","false","false","Tampa, FL","30+ days ago","false"
"Retail Merchandiser- Part Time","TNG Retail Services","Tampa","FL","US","Tampa, FL","TNG Retail Services","Tue, 10 Nov 2015 04:43:58 GMT","The main retail merchandiser responsibilities include implementing plan-o-grams, visual merchandising, product....","http://www.indeed.com/viewjob?jk=651e2f5477201ebb&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","651e2f5477201ebb","false","false","false","Tampa, FL","30+ days ago","false"
"Inventory Associate - Retail Warehouse Stockroom - Entry Level Customer Service","WIS International","Ybor City","FL","US","Ybor City, FL","WIS International","Thu, 24 Dec 2015 20:31:00 GMT","WIS International remains one of the world’s leading inventory and retail service providers. WIS International is hiring Retail Inventory Associates to help in...","http://www.indeed.com/viewjob?jk=9aa5a7b72ffe8686&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","9aa5a7b72ffe8686","false","false","false","Ybor City, FL","3 days ago","false"
"Specialty Retail Sales Speclst","WDFG North America LLC","Tampa","FL","US","Tampa, FL","WDFG North America LLC","Tue, 17 Nov 2015 17:31:02 GMT","The Specialty Retail Sales Speclst is responsible for accurately operating a cash register, achieving sales goals, and providing excellent Customer Care to all...","http://www.indeed.com/viewjob?jk=265f7e2f0c046fd1&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","265f7e2f0c046fd1","false","false","false","Tampa, FL","30+ days ago","false"
"Mandate Retail Service Merchandiser - PT","Acosta Sales & Marketing","Tampa","FL","US","Tampa, FL","Acosta Sales & Marketing","Fri, 04 Dec 2015 17:10:55 GMT","Have a working knowledge of merchandising and retail terminology. Refrigerated and freezer sections of retail stores) for limited periods of time....","http://www.indeed.com/viewjob?jk=f6d6da41032efa32&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","f6d6da41032efa32","false","false","false","Tampa, FL","23 days ago","false"
"Inventory Associate - Retail Warehouse Stockroom - Entry Level Customer Service","WIS International","Tampa","FL","US","Tampa, FL","WIS International","Tue, 22 Dec 2015 20:25:00 GMT","WIS International remains one of the world’s leading inventory and retail service providers. WIS International is hiring Retail Inventory Associates to help in...","http://www.indeed.com/viewjob?jk=3ffc104404498f14&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","3ffc104404498f14","false","false","false","Tampa, FL","5 days ago","false"
"Lucky Brand #631: Seasonal Retail Career Opportunities - Tampa, FL","Lucky Brand Jeans","Tampa","FL","US","Tampa, FL","Lucky Brand Jeans","Tue, 10 Nov 2015 00:21:06 GMT","The brand also produces apparel, shoes, accessories and jewelry for men and women that are sold at 248 retail stores (and counting) within the U.S., high-end...","http://www.indeed.com/viewjob?jk=a8dc57c916af18d4&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","a8dc57c916af18d4","false","false","false","Tampa, FL","30+ days ago","false"
"Retail Consultant-Bilingual (Part Time)","Sprint","Tampa","FL","US","Tampa, FL","Sprint","Wed, 16 Dec 2015 20:25:24 GMT","A Sprint Retail Consultant. Six months retail sales or related experience. Connecting with our Retail Sales team means you'll:....","http://www.indeed.com/viewjob?jk=2f78c182e61dc219&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","2f78c182e61dc219","false","false","false","Tampa, FL","11 days ago","false"
"M-Retail Sales Associate","MetroPCS","Tampa","FL","US","Tampa, FL","MetroPCS","Tue, 10 Nov 2015 22:02:35 GMT","Retail Sales Associate. Customers visit your retail store—some may be browsing, and some may be ready to buy....","http://www.indeed.com/viewjob?jk=c2a2bc8030e0e4f8&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","c2a2bc8030e0e4f8","false","false","false","Tampa, FL","30+ days ago","false"
"Retail Merchandiser (North Tampa)","Blackhawk Network","Tampa","FL","US","Tampa, FL","Indeed","Mon, 16 Nov 2015 23:23:56 GMT","Merchandising and/or retail experience. Do you have a passion for merchandising in retail stores? Do you love gift cards?...","http://www.indeed.com/viewjob?jk=269f9b2ad586222a&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","269f9b2ad586222a","false","false","true","Tampa, FL","30+ days ago","true"
"##OPEN INTERVIEWS- Inventory Associate - Retail Warehouse Stockroom - Entry Level Customer Service","WIS International","Tampa","FL","US","Tampa, FL","WIS International","Mon, 21 Dec 2015 20:46:11 GMT","After arriving at the retail store, drivers count inventory with the team where they earn the Inventory Associate rate. 10:30 AM, 11AM, 11:30AM, 12PM....","http://www.indeed.com/viewjob?jk=5c7bd52d92caf0b2&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","5c7bd52d92caf0b2","false","false","false","Tampa, FL","6 days ago","false"
"Retail Sales Associate - Harley Landside","WDFG North America LLC","Tampa","FL","US","Tampa, FL","WDFG North America LLC","Tue, 17 Nov 2015 17:31:03 GMT","Requires the ability to bend, twist, and stand to perform normal job functions Experience in retail merchandise sales preferred....","http://www.indeed.com/viewjob?jk=2cd3962464335cc3&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","2cd3962464335cc3","false","false","false","Tampa, FL","30+ days ago","false"
"Coffee Host / Retail Support","Pilot Flying J","Tampa","FL","US","Tampa, FL","Pilot Flying J","Fri, 04 Dec 2015 13:20:37 GMT","Pilot Flying J has over 650 retail locations and is the largest operator of travel centers and travel plazas in North America. Drive your Future!...","http://www.indeed.com/viewjob?jk=0d219379e0619cf9&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","0d219379e0619cf9","false","false","false","Tampa, FL","24 days ago","false"
"Retail Custodial Associate","PetSmart","Tampa","FL","US","Tampa, FL","PetSmart","Sat, 31 Oct 2015 13:22:50 GMT","Description: First impressions are important. Custodial Associates assist in providing a great first impression for our Pet Parents by keeping the store","http://www.indeed.com/viewjob?jk=3ecc9fae73ce0f85&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","3ecc9fae73ce0f85","false","false","false","Tampa, FL","30+ days ago","false"
"Traveling Inventory Associate and Driver - Retail Warehouse Stockroom - Entry Level Customer Service","WIS International","Tampa","FL","US","Tampa, FL","WIS International","Sat, 19 Dec 2015 20:40:02 GMT","WIS International remains one of the world’s leading inventory and retail service providers. WIS International is hiring Retail Inventory Associates to help in...","http://www.indeed.com/viewjob?jk=e8063234b4057d02&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","e8063234b4057d02","false","false","false","Tampa, FL","8 days ago","false"
"Traveling Inventory Associate - Retail Warehouse Stockroom - Entry Level Customer Service","WIS International","Tampa","FL","US","Tampa, FL","WIS International","Sat, 19 Dec 2015 20:39:52 GMT","WIS International remains one of the world’s leading inventory and retail service providers. WIS International is hiring Retail Inventory Associates to help in...","http://www.indeed.com/viewjob?jk=9570372c6113fec6&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","9570372c6113fec6","false","false","false","Tampa, FL","8 days ago","false"
"Salesperson for Asphalt Paving & Maintenance","Parking Lot Services","Tampa","FL","US","Tampa, FL","Indeed","Thu, 12 Nov 2015 04:23:59 GMT","Tampa Bay Area Asphalt Paving and Maintenance Company seeks a self-motivated and goal oriented sales person to join our team. A ""team player"" attitude is","http://www.indeed.com/viewjob?jk=dbe93dadcd81f3ca&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8uia5312e99","indeed_clk(this, '7738');","dbe93dadcd81f3ca","false","false","true","Tampa, FL","30+ days ago","true"
"Retail Sales Assosiate technician","CertiTemp","Tampa","FL","US","Tampa, FL","CertiTemp","Tue, 01 Dec 2015 21:14:36 GMT","Maintain retail shelf label pricing. Prior retail experience desired but not required. Assist in achieving retail and commercial sales initiatives....","http://www.indeed.com/viewjob?jk=560842d9cd9405be&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","560842d9cd9405be","false","false","false","Tampa, FL","26 days ago","false"
"Retail Custodial Associate (Part Time)","PetSmart","Tampa","FL","US","Tampa, FL","PetSmart","Mon, 02 Nov 2015 14:27:35 GMT","Description: First impressions are important. Custodial Associates assist in providing a great first impression for our Pet Parents by keeping the store","http://www.indeed.com/viewjob?jk=92ae20c6fef2361e&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","92ae20c6fef2361e","false","false","false","Tampa, FL","30+ days ago","false"
"Part Time – Field Retail Merchandising Representative - Entry Level Customer Service","WIS International","Tampa","FL","US","Tampa, FL","WIS International","Thu, 17 Dec 2015 02:42:58 GMT","Part Time Retail Merchandisers don’t need experience. WIS International remains one of the world’s leading inventory and retail service providers....","http://www.indeed.com/viewjob?jk=61d58f6855817a50&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","61d58f6855817a50","false","false","false","Tampa, FL","11 days ago","false"
"Retail Sales Associate","World Duty Free Group","Tampa","FL","US","Tampa, FL","World Duty Free Group","Wed, 04 Nov 2015 20:46:52 GMT","The Retail Sales Associate is responsible for providing excellent service to all customers through direct salesmanship, and prompt and courteous service;...","http://www.indeed.com/viewjob?jk=bd23d59caa53072f&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","bd23d59caa53072f","false","false","false","Tampa, FL","30+ days ago","false"
"Retail Sales Advisor","Kauffman Tire","Tampa","FL","US","Tampa, FL","kauffman tire","Mon, 02 Nov 2015 19:59:22 GMT","Demonstrated success in retail sales management is a plus. The role of the Kauffman Tire Sales Advisor is to sell tires, tire related services, and mechanical...","http://www.indeed.com/viewjob?jk=f4ea5a57c2704fc1&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","f4ea5a57c2704fc1","false","false","false","Tampa, FL","30+ days ago","false"
"Retail Shift Supervisor","Pilot Flying J","Tampa","FL","US","Tampa, FL","Pilot Flying J","Fri, 25 Dec 2015 11:01:00 GMT","Pilot Flying J has over 650 retail locations and is the largest operator of travel centers and travel plazas in North America. Drive your Future!...","http://www.indeed.com/viewjob?jk=ad371e26e20be7d6&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","ad371e26e20be7d6","false","false","false","Tampa, FL","3 days ago","false"
"Retail Store Manager - Wireless","Spark Wireless - T-Mobile Premium Retailer","Tampa","FL","US","Tampa, FL","Indeed","Thu, 19 Nov 2015 20:27:17 GMT","RETAIL STORE MANAGER:. Responsible for leadership and management of a T-Mobile retail store location. Spark Wireless owns and operates 35+ T-Mobile retail...","http://www.indeed.com/viewjob?jk=6a4010f1013da86e&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","6a4010f1013da86e","false","false","true","Tampa, FL","30+ days ago","true"
"Darkhorse Benefits - Retail/Sales - Management","Darkhorse Benefits","Tampa","FL","US","Tampa, FL","Darkhorse Benefits","Wed, 28 Oct 2015 21:59:39 GMT","We are currently looking for candidates motivated by growth, learning, challenge and advancement opportunity to join our sales & management training program!","http://www.indeed.com/viewjob?jk=db7ebe890e67b733&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","db7ebe890e67b733","false","false","false","Tampa, FL","30+ days ago","false"
"Associate, Retail Brokerage","Jones Lang LaSalle","Tampa","FL","US","Tampa, FL","Jones Lang LaSalle","Fri, 16 Oct 2015 23:28:03 GMT","POSITION OVERVIEW The Florida Market is looking for an existing JLL broker to join our office in one of the country’s most desirable places to live, work and","http://www.indeed.com/viewjob?jk=f6ff6ec24e42fc7f&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","f6ff6ec24e42fc7f","false","false","false","Tampa, FL","30+ days ago","false"
"Retail Integration Manager","Triad Retail Media","Tampa","FL","US","Tampa, FL","Triad Retail Media","Wed, 21 Oct 2015 22:49:32 GMT","The Retail Integration Manager serves as a vital link between the SoMo Solutions teams and the TRM retailer teams....","http://www.indeed.com/viewjob?jk=8fd603f4e1ec557f&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","8fd603f4e1ec557f","false","false","false","Tampa, FL","30+ days ago","false"
"Retail Sales Associate","WDFG North America LLC","Tampa","FL","US","Tampa, FL","WDFG North America LLC","Thu, 05 Nov 2015 17:36:16 GMT","The Retail Sales Associate is responsible for providing excellent service to all customers through direct salesmanship, and prompt and courteous service;...","http://www.indeed.com/viewjob?jk=ca2c105bbd0d9548&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","ca2c105bbd0d9548","false","false","false","Tampa, FL","30+ days ago","false"
"Retail Cashier - Amalie Arena - Tampa Bay Lightning","Delaware North Companies","Tampa","FL","US","Tampa, FL","Delaware North Companies","Tue, 13 Oct 2015 21:22:23 GMT","Under the direction of Retail Supervisor, sells retail merchandise to guests in accordance with Company’s Blue Ribbon Service Standards and applicable...","http://www.indeed.com/viewjob?jk=45123b7876ecd0ed&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","45123b7876ecd0ed","false","false","false","Tampa, FL","30+ days ago","false"
"Home Depot Retail Associate","American Residential Services LLC","Tampa","FL","US","Tampa, FL","American Residential Services LLC","Wed, 04 Nov 2015 01:07:03 GMT","Retail and/or sales experience preferred. Must be able to be active on the retail floor for 4-8 hours at a time....","http://www.indeed.com/viewjob?jk=a0507139a77d8132&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","a0507139a77d8132","false","false","false","Tampa, FL","30+ days ago","false"
"Assistant Retail Store Manager","PPG Architectural Coatings N.A.","Tampa","FL","US","Tampa, FL","PPG Industries","Thu, 19 Nov 2015 18:04:10 GMT","Must have 2 to 4 years of retail store experience. With over 900 retail centers in North America, we continue to grow....","http://www.indeed.com/viewjob?jk=c3ead7ec8f3285ff&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","c3ead7ec8f3285ff","false","false","false","Tampa, FL","30+ days ago","false"
"Driver/Inventory Associate - Retail Warehouse Stockroom - Entry Level Customer Service","WIS International","Tampa","FL","US","Tampa, FL","WIS International","Tue, 22 Dec 2015 15:11:00 GMT","WIS International remains one of the world’s leading inventory and retail service providers. Full time or part time hours available!...","http://www.indeed.com/viewjob?jk=6044ea3c3d56c6d1&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaPCliVokYEKA5O9vG5PCuG84hskeWBVA6WQ4uzasnzBRAOcjqNAvNPVsHQpqOvtrpI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4336336693914377&atk=1a7kk8un50nj73ur","indeed_clk(this, '7907');","6044ea3c3d56c6d1","false","false","false","Tampa, FL","6 days ago","false"
