jobtitle,company,city,state,country,formattedLocation,source,date,snippet,url,onmousedown,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,noUniqueUrl
"Retail Shop Associates - Woodland Hills","Equinox","Los Angeles","CA","US","Los Angeles, CA","Equinox","Wed, 07 Oct 2015 03:05:50 GMT","Preferably in retail. Be available to work a varied schedule, based on the needs of our unique retail business....","http://www.indeed.com/viewjob?jk=66c07733ce234722&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9cR5ZgHOhGpYz6UGQ0lddoAep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81fq5u52bqh","indeed_clk(this, '7914');","66c07733ce234722","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Warehouse Outlet Store Manager","Skechers","Los Angeles","CA","US","Los Angeles, CA","Skechers","Tue, 15 Sep 2015 15:54:14 GMT","O Prefer prior big-box retail experience. O 3 years minimum retail management experience – footwear background preferred....","http://www.indeed.com/viewjob?jk=eff777b3ebe127a4&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9cR5ZgHOhGpYz6UGQ0lddoAep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81fq5u52bqh","indeed_clk(this, '7914');","eff777b3ebe127a4","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Shop Associates West LA","Equinox","Los Angeles","CA","US","Los Angeles, CA","Equinox","Fri, 04 Sep 2015 13:19:26 GMT","Preferably in retail. Retail Shop Associates - West LA. Be available to work a varied schedule, based on the needs of our unique retail business....","http://www.indeed.com/viewjob?jk=c9942f52841e1649&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9cR5ZgHOhGpYz6UGQ0lddoAep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81fq5u52bqh","indeed_clk(this, '7914');","c9942f52841e1649","false","false","false","Los Angeles, CA","30+ days ago","false"
"Temporary/Seasonal Lead Retail Sales Merchandiser & Product Advisor - Los Angeles, CA","BAYER","Los Angeles","CA","US","Los Angeles, CA","Bayerjobs.com","Wed, 11 Nov 2015 04:04:59 GMT","One to two years of retail or sales work experience; Sell to, educate and advise retail consumers on the selection of Bayer Advanced products;...","http://www.indeed.com/viewjob?jk=63280fefe6ed506e&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9cR5ZgHOhGpYz6UGQ0lddoAep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81fq5u52bqh","indeed_clk(this, '7914');","63280fefe6ed506e","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Merchandiser - Alexandria & Natchitoches - LA","The Pet Firm","Los Angeles","CA","US","Los Angeles, CA","The Pet Firm","Thu, 15 Oct 2015 22:14:08 GMT","Understand retail merchandising concepts. TPF Services a National Retail Merchandising Company is looking for a Part-Time merchandiser to service retail stores...","http://www.indeed.com/viewjob?jk=44b408a7cb64c7b4&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9cR5ZgHOhGpYz6UGQ0lddoAep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81fq5u52bqh","indeed_clk(this, '7914');","44b408a7cb64c7b4","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Store Assistant Manager - National","Goodwill Southern California","Los Angeles","CA","US","Los Angeles, CA","Goodwill Southern California","Tue, 03 Nov 2015 21:57:03 GMT","1-2 years of retail experience. Assists Store Manager in the efficient operation of a retail store; Education &amp; Experience 1-2 years of supervisory experience....","http://www.indeed.com/viewjob?jk=d13174a4384d5b24&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","d13174a4384d5b24","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Merchandiser - Alexandria - LA","The Pet Firm","Los Angeles","CA","US","Los Angeles, CA","The Pet Firm","Sat, 10 Oct 2015 22:00:03 GMT","Understand retail merchandising concepts. TPF Services a National Retail Merchandising Company is looking for a Part-Time merchandiser to service retail stores...","http://www.indeed.com/viewjob?jk=774c039896e54619&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","774c039896e54619","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail and Events Associate - Entry Level","The Brand Firm","Los Angeles","CA","US","Los Angeles, CA","The Brand Firm","Wed, 07 Oct 2015 03:05:38 GMT","Retail Business Development (RBD) is a cutting-edge, leading provider of retail staffing and consulting services to some of the nation’s leading brands in the...","http://www.indeed.com/viewjob?jk=b8dc3c878962d059&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","b8dc3c878962d059","false","false","false","Los Angeles, CA","30+ days ago","false"
"PT and FT Luxury Holiday Retail Sales Specialists Needed","24 Seven","Los Angeles","CA","US","Los Angeles, CA","24 Seven","Fri, 09 Oct 2015 05:36:24 GMT","Previous retail experience is required; Luxury retail experience is strongly preferred. Seeking seasoned sales associates for a luxury retailer....","http://www.indeed.com/viewjob?jk=f0e715045c1617eb&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","f0e715045c1617eb","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Merchandiser - Garden Grove- Ca","The Pet Firm","Los Angeles","CA","US","Los Angeles, CA","The Pet Firm","Fri, 04 Sep 2015 05:34:34 GMT","Understand retail merchandising concepts. TPF Services a National Retail Merchandising Company is looking for a Part-Time merchandiser to service retail stores...","http://www.indeed.com/viewjob?jk=4cff642484dc9f2e&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","4cff642484dc9f2e","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Store Associate-Beverly/Fairfax","Goodwill Southern California","Los Angeles","CA","US","Los Angeles, CA","Goodwill Southern California","Sat, 19 Sep 2015 08:40:07 GMT","Works under the direction of Retail Store Management to maintain the efficient operation of a retail store to achieve established goals for sales, production,...","http://www.indeed.com/viewjob?jk=24de7012ce78baca&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","24de7012ce78baca","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Store Assistant Manager - Beverly","Goodwill Southern California","Los Angeles","CA","US","Los Angeles, CA","Goodwill Southern California","Mon, 26 Oct 2015 20:33:34 GMT","1-2 years of retail experience. Assists Store Manager in the efficient operation of a retail store; Education &amp; Experience 1-2 years of supervisory experience....","http://www.indeed.com/viewjob?jk=4a7fa975651c6901&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","4a7fa975651c6901","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Store Assistant Manager - Fletcher","Goodwill Southern California","Los Angeles","CA","US","Los Angeles, CA","Goodwill Southern California","Mon, 26 Oct 2015 20:33:33 GMT","1-2 years of retail experience. Assists Store Manager in the efficient operation of a retail store; Education &amp; Experience 1-2 years of supervisory experience....","http://www.indeed.com/viewjob?jk=a4dd5ed07c88b217&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","a4dd5ed07c88b217","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Store Assistant Manager - Ladera","Goodwill Southern California","Los Angeles","CA","US","Los Angeles, CA","Goodwill Southern California","Wed, 28 Oct 2015 14:38:20 GMT","1-2 years of retail experience. Assists Store Manager in the efficient operation of a retail store; Education &amp; Experience 1-2 years of supervisory experience....","http://www.indeed.com/viewjob?jk=dad1687d87aa8096&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","dad1687d87aa8096","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Store Manager-Floater-LA/Santa Monica","Goodwill Southern California","Los Angeles","CA","US","Los Angeles, CA","Goodwill Southern California","Wed, 28 Oct 2015 02:37:03 GMT","Responsible for the efficient operation of a retail store. Education &amp; Experience 2-5 Years of managerial experience....","http://www.indeed.com/viewjob?jk=3a96fa2d1de31cc9&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","3a96fa2d1de31cc9","false","false","false","Los Angeles, CA","30+ days ago","false"
"Luxury Retailer Seeking Retail Support – PT and FT","24 Seven","Los Angeles","CA","US","Los Angeles, CA","24 Seven","Fri, 09 Oct 2015 05:36:23 GMT","Previous experience in retail; Luxury Retailer is seeking outgoing and customer service oriented Stock Associates for the holiday season....","http://www.indeed.com/viewjob?jk=ef7ae25387fe5276&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","ef7ae25387fe5276","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail/Compounding Pharmacist","Rx relief","Los Angeles","CA","US","Los Angeles, CA","Rx relief","Fri, 23 Oct 2015 05:16:59 GMT","6 months of recent pharmacy experience within a retail or compounding setting. Rx relief is among the nation’s leading specialty pharmacist placement firms and...","http://www.indeed.com/viewjob?jk=ab23aebf538f8884&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","ab23aebf538f8884","false","false","false","Los Angeles, CA","30+ days ago","false"
"Licensed Retail/Compounding Pharmacy Technician","Rx relief","Los Angeles","CA","US","Los Angeles, CA","Rx relief","Fri, 23 Oct 2015 05:16:59 GMT","6 months of recent pharmacy experience within a compounding or retail setting. Rx relief is among the nation’s leading specialty pharmacist placement firms and...","http://www.indeed.com/viewjob?jk=efd6bd4dd907c9af&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","efd6bd4dd907c9af","false","false","false","Los Angeles, CA","30+ days ago","false"
"Retail Merchandising Specialist","Premium Retail Services, Inc.","Los Angeles","CA","US","Los Angeles, CA","Premium Retail Services, Inc.","Mon, 30 Nov 2015 20:18:16 GMT","Retail Merchandising Specialist. Responsible for presenting a professional image of Premium Retail Services and our clients to retail personnel....","http://www.indeed.com/viewjob?jk=abbb84c93fafa6dc&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","abbb84c93fafa6dc","false","false","false","Los Angeles, CA","27 days ago","false"
"Retail/Wholesale Sales/Marketing/PR","Dana Blair designs","Los Angeles","CA","US","Los Angeles, CA","Indeed","Thu, 01 Oct 2015 17:33:36 GMT","This position can be part-time or full-time. There are a few different opportunities for sales/marking/PR. Please indicate if you are interested in all...","http://www.indeed.com/viewjob?jk=797b7b58ceeb560c&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","797b7b58ceeb560c","false","false","true","Los Angeles, CA","30+ days ago","true"
"SAP Retail Master Data Consultant","cosima Solutions","Los Angeles","CA","US","Los Angeles, CA","Indeed","Tue, 29 Sep 2015 08:58:59 GMT","Retail Master Data consultant. Experience with Retail IDoc interfaces. Minimum 5 year experience in designing and implementing Master data processes in SAP...","http://www.indeed.com/viewjob?jk=1f7e58f027cd809b&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","1f7e58f027cd809b","false","false","true","Los Angeles, CA","30+ days ago","true"
"Finance/Budget Analyst/High End Premier Retail Sector/MASSIVE EXPANSION","ACT-1","Los Angeles","CA","US","Los Angeles, CA","Act 1","Mon, 05 Oct 2015 10:19:05 GMT","Individuals who have supported a retail sector is a plus. 3+ years experience in Business Analysis, Planning or Finance background in a retail environment is a...","http://www.indeed.com/viewjob?jk=4a995d4334bd70aa&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","4a995d4334bd70aa","false","false","false","Los Angeles, CA 90071","30+ days ago","false"
"SAP Retail SD/MM Consultant","cosima Solutions","Los Angeles","CA","US","Los Angeles, CA","Indeed","Tue, 29 Sep 2015 09:00:44 GMT","Retail Logistics consultant. Implementation experience in SAP Retail MM and SD. At least 4 years of SAP retail consulting experience....","http://www.indeed.com/viewjob?jk=e109280dfdac92f0&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","e109280dfdac92f0","false","false","true","Los Angeles, CA","30+ days ago","true"
"Retail Store Asst Manager-Miracle Mile","Goodwill Southern California","Los Angeles","CA","US","Los Angeles, CA","Goodwill Southern California","Tue, 22 Sep 2015 21:36:44 GMT","Works under the direction of Retail Store Management to maintain the efficient operation of a retail store to achieve established goals for sales, production,...","http://www.indeed.com/viewjob?jk=1012afef2cae634d&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","1012afef2cae634d","false","false","false","Los Angeles, CA","30+ days ago","false"
"VP of Sales/High End Premier/Luxury Retail Sales -MASSIVE EXPANSION","ACT-1","Los Angeles","CA","US","Los Angeles, CA","Act 1","Mon, 05 Oct 2015 10:18:53 GMT","Source, develop, and grow domestic premier &amp; high end retail partners. Retail exposure such as Macy's, Dillards, Nordstrom, ULTA, or Sephora is a huge plus....","http://www.indeed.com/viewjob?jk=0d7962e0250f071f&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","0d7962e0250f071f","false","false","false","Los Angeles, CA 90071","30+ days ago","false"
"Director of Sales/High End Retail Sector/HIGHLY REGARDED Employer","ACT-1","Los Angeles","CA","US","Los Angeles, CA","Act 1","Mon, 05 Oct 2015 10:18:54 GMT","Source, develop, and grow domestic and international distributors and retail partners. MASSIVELY EXPANDING &amp; HIGHLY REGARDED Co....","http://www.indeed.com/viewjob?jk=5ae8c7a8837baa57&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","5ae8c7a8837baa57","false","false","false","Los Angeles, CA 90071","30+ days ago","false"
"ACCOUNT EXECUTIVE - Retail Environments","Vector Search Group","Los Angeles","CA","US","Los Angeles, CA","Vector Search Group","Mon, 05 Oct 2015 22:26:48 GMT","ACCOUNTEXECUTIVE- RETAIL ENVIRONMENTS. Solid understanding of the processes and materials used in retail fixtures, in-store environments, and permanent point of...","http://www.indeed.com/viewjob?jk=370324fe736639a8&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","370324fe736639a8","false","false","true","Los Angeles, CA","30+ days ago","false"
"Retail Sales Merchandiser Full Time","Advantage Sales and Marketing","Los Angeles","CA","US","Los Angeles, CA","Advantage Sales and Marketing","Tue, 06 Oct 2015 20:07:31 GMT","Retail Sales Merchandiser FULL TIME. Basic knowledge of retail merchandising and/or selling. This Retail Sales position services and sells to retail accounts...","http://www.indeed.com/viewjob?jk=d09952695b5ac4a4&qd=m1xOB94XTCm6mLs-w7aewTOvHlczHMA9OWh6KD5D6VHKk3pDTyhHp5-2cqd1J3Scbd_EzAfu4daW0PswHQ0EDMXSmLpUnNc6TgruqvNDUaNSz6wwoEodpwANVBb6aX6Hd_zgb_2U9wCcSB8wTJnI9XGDdLCqPai9z1_u1NbX-ukep6I5-twM7jC8td-9rGTG&indpubnum=4336336693914377&atk=1a7kk81km5v12ddc","indeed_clk(this, '8119');","d09952695b5ac4a4","false","false","false","Los Angeles, CA","30+ days ago","false"
